corp_code,year,label,debt_ratio,current_ratio,interest_coverage,net_debt_ratio,equity_ratio,roa,roe,op_margin,net_margin,cfo_to_debt,fcf,revenue_growth,op_income_growth,asset_growth,interest_cov_yoy,debt_ratio_trend,cf_volatility,consecutive_loss,z_score,sentiment_avg,negative_ratio,positive_ratio,news_count,news_bankruptcy_flag,news_lawsuit_flag,news_ceo_change_flag,neighbor_avg_debt,neighbor_loss_ratio,industry_risk,related_default_rate
00100601,2015,0,0.3378705277894826,0.16814786522202807,,-0.0358284483105459,1.0,0.001199215026546253,0.001199215026546253,0.009682169536068994,0.002218766644333071,0.3289878928806097,,,,,,,,0,0.9305650002526533,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
00100601,2016,0,0.4011334469032687,0.2634314731331018,,0.11254962393120085,0.713707892856431,-0.014579872609190879,-0.02042834716432617,-0.03100658214171149,-0.026612393474948454,-0.7142698722876366,,-0.08446207184495313,-3.931956713569111,-0.09678325465014614,,,,1,0.9353241954628813,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.47571281896602463,0.0
00100601,2017,0,0.9290597911049117,1.5973275312662107,,0.6377459415650611,0.518387249898163,-0.06924083808798516,-0.13356971665793765,-0.0681236492308524,-0.07864731860278898,-0.08260063990164228,,0.9399321528884352,3.2621678491046167,0.20719642046943632,,0.2955946316577143,3.7968715459810842,2,1.030024174667157,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.22201230318940127,0.0
00100601,2018,0,0.8692957380658182,0.5540040484203179,,0.4760924102700703,0.5349608302401158,0.018209563231046087,0.03403905893983448,0.003973311971997142,0.019892668485387982,-0.23310379185137026,,0.04718161887963501,-1.0610768699288269,0.007149454897402485,,0.2340811455812747,2.1576695617097963,0,1.2861441199664552,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.04959172955017014,0.0
00100601,2019,0,1.6794438501519127,,,1.5072388999565403,0.3732117767436344,-0.6297904352551846,-1.6874881086290008,-0.40366899906533404,-0.8377850712879494,0.1961820230924739,,-0.5046919190678137,-10.0,-0.39685955213222557,,0.3751920295235004,4.105225551421309,1,,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.4991157539637939,0.0035847852592593007
00100601,2020,0,0.9284033712022487,0.06865887067503224,,0.40617195760681735,0.518563706604888,-0.3905154811969415,-0.7530713704468505,-0.240612017416733,-0.3357597337682062,-0.2824553482990486,,-0.09881300345509736,-0.46283608151613276,-0.4175364987645144,,0.02955381656821532,1.5580444769147288,2,-0.485045532980819,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.3706287487517118,0.0
00100601,2021,0,0.4527086704119131,0.26283426890553485,,0.21312225192397238,0.6883692651992307,0.13952692559131585,0.20269197456242238,0.12225681112763379,0.131233705150367,-0.3470591785321688,,0.15172669901762603,-1.5852011675234756,0.25993007770039434,,-0.6133675898699996,1.9607396810854218,0,1.1220102138700847,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.04929056656238507,0.0
00100601,2022,0,1.6127709336532463,0.9751115076747182,,1.5684882872672572,0.3827354274037997,0.04093000444540335,0.10694072592924804,0.04841834335778256,0.04841834335778256,-0.07460528573492632,,0.6162782465321903,-0.3598923906119965,1.0328105043499094,,0.34218378122549853,1.9399391238691917,0,0.8944136829102235,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.01630986254642031,0.0
00100601,2023,0,3.034051997819424,10.0,,2.9886576746363325,0.24788971499141368,0.03067733955075165,0.12375398290249452,0.03157912851456,0.0377990275248517,-0.13658738408095375,,0.9502852063301928,0.2720036023464416,1.0313882016378737,,1.2906716637037552,1.851817141763862,0,0.9593691819507821,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.12828642583820252,0.0
00100601,2024,0,1.279878673438883,10.0,,1.1666538824118775,0.43861983168237534,-0.0035520033874770827,-0.00809813677109167,0.030175100010231583,-0.0025938325588747294,-0.0006165234050298383,,0.6120998718092141,0.5404248675164027,-0.044572854562170305,,-0.1664461301071816,1.0961852828605174,1,1.6040798276891695,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.2121153384875866,0.0
00100601,2025,0,1.2898601825339384,8.245843983756528,,0.9289180383175014,0.43670788619653145,-0.057743132891521484,-0.13222370082306087,-0.028719464285727542,-0.03989224679682186,0.4215723801529888,,-0.05423069760986543,-1.9001457391465482,-0.10524362448424096,,-0.8720959076427429,11.206914861234731,2,1.3277288837433128,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.6157116580726828,0.007270598575878014
00101044,2015,0,0.25796640820216865,0.025170615628762782,,-0.006672851874745432,0.7949337863712568,0.018218804982862002,0.022918644666026684,-0.02148352566277572,0.038503609319963855,0.10569078628775629,,,,,,,,0,0.23107147388470906,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0
00101044,2016,0,0.6473349608468837,,,0.31174915838628003,0.6070410837914268,-0.037041920855758054,-0.06102045124261356,-0.005606479325374178,-0.10803893174087918,0.008898147340823191,,0.094191827658622,-0.7144526482266016,0.5100756119319791,,,,1,,0.0,0.0,0.0,0,0,0,0,0.0,0.0,-0.05883239710692174,0.0
